"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 03 18:08:11 GMT 2023","Fri Mar 03 18:08:13 GMT 2023","1240","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.03 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"skipped","Fri Mar 03 18:18:35 GMT 2023","Fri Mar 03 18:18:40 GMT 2023","5762","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.01 with parameters: NoReg, el, ASIC","
        Check: Header -> button [Log In]
        Language: All. License: All.
        "
"passed","Fri Mar 03 18:29:51 GMT 2023","Fri Mar 03 18:29:52 GMT 2023","919","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.04 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: button [Trade Now]
        Language: All. License: All.
        "
"passed","Fri Mar 03 18:34:33 GMT 2023","Fri Mar 03 18:34:35 GMT 2023","1553","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.03 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"passed","Fri Mar 03 18:28:12 GMT 2023","Fri Mar 03 18:29:23 GMT 2023","71539","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.05 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: vertical banner [Practise for free]
        Language: All. License: All.
        "
"skipped","Fri Mar 03 18:24:08 GMT 2023","Fri Mar 03 18:24:13 GMT 2023","4831","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.01 with parameters: NoReg, el, ASIC","
        Check: Header -> button [Log In]
        Language: All. License: All.
        "
"skipped","Fri Mar 03 18:08:32 GMT 2023","Fri Mar 03 18:08:35 GMT 2023","3217","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.02 with parameters: NoReg, el, ASIC","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"passed","Fri Mar 03 18:34:01 GMT 2023","Fri Mar 03 18:34:03 GMT 2023","2145","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.07 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"skipped","Fri Mar 03 18:06:32 GMT 2023","Fri Mar 03 18:06:37 GMT 2023","5062","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.03 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"skipped","Fri Mar 03 18:06:38 GMT 2023","Fri Mar 03 18:06:43 GMT 2023","5033","tests.Learn.us_05","us_05_learn_glossary_2_test","TestGlossaryItems","","","TC_05.04 with parameters: NoReg, el, ASIC.   {datetime_now}","
        Check: button [Trade Now]
        Language: All. License: All.
        "
