worker_id = gw1
2023-03-14 10:19:49.479269.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 10:19:49.491286.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 10:19:49.700270   'Sign up' form is opened
2023-03-14 10:19:49.700314   SIGNUP_HEADER =>
2023-03-14 10:19:49.730867   SIGNUP_REF_LOGIN =>
2023-03-14 10:19:49.748637   SIGNUP_INPUT_EMAIL =>
2023-03-14 10:19:49.769827   SIGNUP_INPUT_PASSWORD =>
2023-03-14 10:19:49.797320   SIGNUP_SUBMIT_BTN =>
2023-03-14 10:19:49.813731   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 10:19:49.829135   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 10:19:49.932176.   'Sign up' form is closed
