worker_id = gw1
2023-03-14 14:06:36.713669.   VIDEO_BANNER =>
2023-03-14 14:06:36.729980.   => VIDEO_BANNER IS PRESENT
2023-03-14 14:06:37.001157   'Sign up' form is opened
2023-03-14 14:06:37.001204   SIGNUP_HEADER =>
2023-03-14 14:06:37.039276   SIGNUP_REF_LOGIN =>
2023-03-14 14:06:37.071986   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:06:37.099290   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:06:37.118464   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:06:37.135738   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:06:42.686161   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:06:42.703571   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:06:42.819902.   'Sign up' form is closed
