worker_id = gw1
2023-03-14 13:33:15.668608.   VIDEO_BANNER =>
2023-03-14 13:33:15.695309.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:33:15.902710   'Sign up' form is opened
2023-03-14 13:33:15.902754   SIGNUP_HEADER =>
2023-03-14 13:33:15.935444   SIGNUP_REF_LOGIN =>
2023-03-14 13:33:15.952726   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:33:15.968988   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:33:15.999460   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:33:16.035317   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:33:21.548376   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:33:21.569086   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:33:21.700456.   'Sign up' form is closed
