worker_id = gw0
2023-03-14 13:53:26.592933.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 13:53:26.984943.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 13:53:29.430295   'Sign up' form is opened
2023-03-14 13:53:29.430344   SIGNUP_HEADER =>
2023-03-14 13:53:29.575233   SIGNUP_REF_LOGIN =>
2023-03-14 13:53:29.678170   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:53:30.039346   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:53:30.124240   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:53:30.210694   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:53:35.741353   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:53:35.761851   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:53:35.910710.   'Sign up' form is closed
