worker_id = gw0
2023-03-14 14:01:06.713980.   VIDEO_BANNER =>
2023-03-14 14:01:06.743950.   => VIDEO_BANNER IS PRESENT
2023-03-14 14:01:07.542840   'Sign up' form is opened
2023-03-14 14:01:07.542891   SIGNUP_HEADER =>
2023-03-14 14:01:07.580772   SIGNUP_REF_LOGIN =>
2023-03-14 14:01:07.633355   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:01:07.665866   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:01:07.699171   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:01:07.727511   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:01:13.280224   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:01:13.301131   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:01:13.492263.   'Sign up' form is closed
