worker_id = gw1
2023-03-14 14:08:39.226178.   VIDEO_BANNER =>
2023-03-14 14:08:39.246602.   => VIDEO_BANNER IS PRESENT
2023-03-14 14:08:39.539439   'Sign up' form is opened
2023-03-14 14:08:39.539486   SIGNUP_HEADER =>
2023-03-14 14:08:39.583474   SIGNUP_REF_LOGIN =>
2023-03-14 14:08:39.621866   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:08:39.649840   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:08:39.683877   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:08:39.716736   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:08:45.278449   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:08:45.296957   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:08:45.390551.   'Sign up' form is closed
