worker_id = gw1
2023-03-14 13:32:47.062828.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:32:47.075696.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:32:47.314102   'Sign up' form is opened
2023-03-14 13:32:47.314144   SIGNUP_HEADER =>
2023-03-14 13:32:47.358236   SIGNUP_REF_LOGIN =>
2023-03-14 13:32:47.376760   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:32:47.405943   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:32:47.435609   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:32:47.457242   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:32:53.001896   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:32:53.020153   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:32:53.122885.   'Sign up' form is closed
