worker_id = gw1
2023-03-14 13:39:45.323261.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:39:45.370495.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:39:45.683587   'Sign up' form is opened
2023-03-14 13:39:45.683633   SIGNUP_HEADER =>
2023-03-14 13:39:45.759603   SIGNUP_REF_LOGIN =>
2023-03-14 13:39:45.820062   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:39:45.846472   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:39:45.888925   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:39:45.952807   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:39:51.517562   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:39:51.533602   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:39:51.618751.   'Sign up' form is closed
