worker_id = gw1
2023-03-14 13:32:06.931608.   VIDEO_BANNER =>
2023-03-14 13:32:06.950865.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:32:07.385128   'Sign up' form is opened
2023-03-14 13:32:07.385176   SIGNUP_HEADER =>
2023-03-14 13:32:07.458049   SIGNUP_REF_LOGIN =>
2023-03-14 13:32:07.542905   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:32:07.596015   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:32:07.628259   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:32:07.645458   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:32:13.185181   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:32:13.228319   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:32:13.420865.   'Sign up' form is closed
