worker_id = gw1
2023-03-14 13:36:43.360207.   VIDEO_BANNER =>
2023-03-14 13:36:43.375139.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:36:43.626980   'Sign up' form is opened
2023-03-14 13:36:43.627026   SIGNUP_HEADER =>
2023-03-14 13:36:43.665444   SIGNUP_REF_LOGIN =>
2023-03-14 13:36:43.685461   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:36:43.703665   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:36:43.737689   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:36:43.760620   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:36:49.278099   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:36:49.303133   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:36:49.394219.   'Sign up' form is closed
