worker_id = gw1
2023-03-14 13:27:46.863444.   VIDEO_BANNER =>
2023-03-14 13:27:46.903493.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:27:47.052745   'Sign up' form is opened
2023-03-14 13:27:47.052791   SIGNUP_HEADER =>
2023-03-14 13:27:47.071139   SIGNUP_REF_LOGIN =>
2023-03-14 13:27:47.093952   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:27:47.114662   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:27:47.140766   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:27:47.161500   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:27:52.725444   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:27:52.740224   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:27:52.830331.   'Sign up' form is closed
