worker_id = gw1
2023-03-14 14:10:25.107406.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 14:10:25.142520.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 14:10:25.389692   'Sign up' form is opened
2023-03-14 14:10:25.389736   SIGNUP_HEADER =>
2023-03-14 14:10:25.426238   SIGNUP_REF_LOGIN =>
2023-03-14 14:10:25.462969   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:10:25.492671   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:10:25.532357   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:10:25.578235   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:10:31.128142   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:10:31.145550   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:10:31.240985.   'Sign up' form is closed
