worker_id = gw0
2023-03-14 13:44:34.301743.   VIDEO_BANNER =>
2023-03-14 13:44:34.322962.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:44:34.780185   'Sign up' form is opened
2023-03-14 13:44:34.780232   SIGNUP_HEADER =>
2023-03-14 13:44:34.812512   SIGNUP_REF_LOGIN =>
2023-03-14 13:44:34.885173   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:44:34.945283   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:44:35.017258   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:44:35.040856   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:44:40.562785   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:44:40.583301   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:44:40.703018.   'Sign up' form is closed
