worker_id = gw0
2023-03-14 14:11:29.988937.   VIDEO_BANNER =>
2023-03-14 14:11:30.103603.   => VIDEO_BANNER IS PRESENT
2023-03-14 14:11:30.574137   'Sign up' form is opened
2023-03-14 14:11:30.574185   SIGNUP_HEADER =>
2023-03-14 14:11:30.610855   SIGNUP_REF_LOGIN =>
2023-03-14 14:11:30.650480   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:11:30.699125   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:11:30.754345   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:11:30.796800   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:11:36.359853   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:11:36.381203   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:11:36.493029.   'Sign up' form is closed
