worker_id = gw1
2023-03-14 13:43:14.110396.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:43:14.138668.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:43:14.438875   'Sign up' form is opened
2023-03-14 13:43:14.438920   SIGNUP_HEADER =>
2023-03-14 13:43:14.474094   SIGNUP_REF_LOGIN =>
2023-03-14 13:43:14.506776   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:43:14.544420   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:43:14.592268   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:43:14.622091   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:43:20.142960   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:43:20.170849   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:43:20.298442.   'Sign up' form is closed
