worker_id = gw1
2023-03-14 13:49:05.342538.   VIDEO_BANNER =>
2023-03-14 13:49:05.387982.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:49:05.978999   'Sign up' form is opened
2023-03-14 13:49:05.979071   SIGNUP_HEADER =>
2023-03-14 13:49:06.048080   SIGNUP_REF_LOGIN =>
2023-03-14 13:49:06.135558   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:49:06.160289   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:49:06.178074   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:49:06.194297   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:49:11.726901   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:49:11.746610   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:49:11.862357.   'Sign up' form is closed
