worker_id = gw1
2023-03-14 14:05:15.915575.   VIDEO_BANNER =>
2023-03-14 14:05:15.928689.   => VIDEO_BANNER IS PRESENT
2023-03-14 14:05:16.206567   'Sign up' form is opened
2023-03-14 14:05:16.206609   SIGNUP_HEADER =>
2023-03-14 14:05:16.246797   SIGNUP_REF_LOGIN =>
2023-03-14 14:05:16.287965   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:05:16.318033   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:05:16.349696   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:05:16.386937   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:05:21.927935   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:05:21.986369   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:05:22.307354.   'Sign up' form is closed
