worker_id = gw1
2023-03-14 13:33:21.715016.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:33:21.730660.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:33:21.995266   'Sign up' form is opened
2023-03-14 13:33:21.995310   SIGNUP_HEADER =>
2023-03-14 13:33:22.044066   SIGNUP_REF_LOGIN =>
2023-03-14 13:33:22.071216   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:33:22.098689   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:33:22.123444   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:33:22.141267   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:33:27.708076   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:33:27.732564   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:33:27.812539.   'Sign up' form is closed
