worker_id = gw1
2023-03-14 13:49:47.157385.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:49:47.172157.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:49:47.512173   'Sign up' form is opened
2023-03-14 13:49:47.512219   SIGNUP_HEADER =>
2023-03-14 13:49:47.528753   SIGNUP_REF_LOGIN =>
2023-03-14 13:49:47.561372   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:49:47.577486   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:49:47.606600   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:49:47.641111   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:49:53.227209   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:49:53.349581   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:49:53.530463.   'Sign up' form is closed
