worker_id = gw1
2023-03-14 13:34:29.343194.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:34:29.365219.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:34:29.661637   'Sign up' form is opened
2023-03-14 13:34:29.661681   SIGNUP_HEADER =>
2023-03-14 13:34:29.684574   SIGNUP_REF_LOGIN =>
2023-03-14 13:34:29.717321   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:34:29.737828   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:34:29.798619   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:34:29.830480   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:34:35.356781   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:34:35.371878   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:34:35.449492.   'Sign up' form is closed
