worker_id = gw1
2023-03-14 13:43:42.002855.   VIDEO_BANNER =>
2023-03-14 13:43:42.038488.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:43:42.398365   'Sign up' form is opened
2023-03-14 13:43:42.398411   SIGNUP_HEADER =>
2023-03-14 13:43:42.454055   SIGNUP_REF_LOGIN =>
2023-03-14 13:43:42.508574   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:43:42.563673   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:43:42.657178   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:43:42.686583   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:43:48.206713   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:43:48.226496   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:43:48.335787.   'Sign up' form is closed
