worker_id = gw1
2023-03-14 13:33:34.390898.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 13:33:34.404195.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 13:33:34.551683   'Sign up' form is opened
2023-03-14 13:33:34.551730   SIGNUP_HEADER =>
2023-03-14 13:33:34.599838   SIGNUP_REF_LOGIN =>
2023-03-14 13:33:34.642803   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:33:34.668133   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:33:34.693565   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:33:34.722051   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:33:40.268021   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:33:40.289971   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:33:40.367651.   'Sign up' form is closed
