worker_id = gw1
2023-03-14 14:02:41.486813.   VIDEO_BANNER =>
2023-03-14 14:02:41.528243.   => VIDEO_BANNER IS PRESENT
2023-03-14 14:02:42.246165   'Sign up' form is opened
2023-03-14 14:02:42.246209   SIGNUP_HEADER =>
2023-03-14 14:02:42.359552   SIGNUP_REF_LOGIN =>
2023-03-14 14:02:42.429467   SIGNUP_INPUT_EMAIL =>
2023-03-14 14:02:42.477203   SIGNUP_INPUT_PASSWORD =>
2023-03-14 14:02:42.498318   SIGNUP_SUBMIT_BTN =>
2023-03-14 14:02:42.530223   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 14:02:48.095350   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 14:02:48.127825   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 14:02:48.266125.   'Sign up' form is closed
