worker_id = gw1
2023-03-14 13:32:13.433434.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:32:13.447772.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:32:13.941986   'Sign up' form is opened
2023-03-14 13:32:13.942028   SIGNUP_HEADER =>
2023-03-14 13:32:14.092316   SIGNUP_REF_LOGIN =>
2023-03-14 13:32:14.150752   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:32:14.178239   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:32:14.218410   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:32:14.246211   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:32:19.804551   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:32:19.827805   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:32:19.917534.   'Sign up' form is closed
