worker_id = gw0
2023-03-14 13:52:04.310570.   VIDEO_BANNER =>
2023-03-14 13:52:04.331713.   => VIDEO_BANNER IS PRESENT
2023-03-14 13:52:04.648091   'Sign up' form is opened
2023-03-14 13:52:04.648137   SIGNUP_HEADER =>
2023-03-14 13:52:04.685875   SIGNUP_REF_LOGIN =>
2023-03-14 13:52:04.711414   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:52:04.755644   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:52:04.832069   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:52:04.856860   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:52:10.398689   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:52:10.432409   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:52:10.627653.   'Sign up' form is closed
