worker_id = gw1
2023-03-14 13:57:39.501458.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 13:57:39.527820.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 13:57:39.736565   'Sign up' form is opened
2023-03-14 13:57:39.736611   SIGNUP_HEADER =>
2023-03-14 13:57:39.756018   SIGNUP_REF_LOGIN =>
2023-03-14 13:57:39.786455   SIGNUP_INPUT_EMAIL =>
2023-03-14 13:57:39.805245   SIGNUP_INPUT_PASSWORD =>
2023-03-14 13:57:39.844582   SIGNUP_SUBMIT_BTN =>
2023-03-14 13:57:39.869042   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 13:57:45.438556   SIGNUP_PRIVACY_POLICY_ALL_1 =>
2023-03-14 13:57:45.477164   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 13:57:45.609272.   'Sign up' form is closed
