worker_id = gw1
2023-03-14 12:26:39.013665.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:26:39.028255.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:26:39.414798   'Sign up' form is opened
2023-03-14 12:26:39.414859   SIGNUP_HEADER =>
2023-03-14 12:26:39.477813   SIGNUP_REF_LOGIN =>
2023-03-14 12:26:39.522548   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:26:39.583039   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:26:39.624793   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:26:39.661217   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:26:39.705817   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:26:39.880940.   'Sign up' form is closed
