worker_id = gw1
2023-03-14 12:43:17.801849.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 12:43:17.821501.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 12:43:18.388556   'Sign up' form is opened
2023-03-14 12:43:18.388614   SIGNUP_HEADER =>
2023-03-14 12:43:18.438216   SIGNUP_REF_LOGIN =>
2023-03-14 12:43:18.474207   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:43:18.499213   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:43:18.536766   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:43:18.574115   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:43:18.608166   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:43:18.793124.   'Sign up' form is closed
