worker_id = gw0
2023-03-14 12:39:28.937065.   VIDEO_BANNER =>
2023-03-14 12:39:28.952830.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:39:29.814875   'Sign up' form is opened
2023-03-14 12:39:29.814933   SIGNUP_HEADER =>
2023-03-14 12:39:29.860698   SIGNUP_REF_LOGIN =>
2023-03-14 12:39:30.016083   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:39:30.062365   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:39:30.109313   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:39:30.148778   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:39:30.181898   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:39:30.428405.   'Sign up' form is closed
