worker_id = gw1
2023-03-14 12:22:03.680014.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:22:03.689225.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:22:04.254341   'Sign up' form is opened
2023-03-14 12:22:04.254399   SIGNUP_HEADER =>
2023-03-14 12:22:04.310848   SIGNUP_REF_LOGIN =>
2023-03-14 12:22:04.403402   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:22:04.445702   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:22:04.474148   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:22:04.505115   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:22:04.539413   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:22:04.691217.   'Sign up' form is closed
