worker_id = gw0
2023-03-14 12:28:24.295998.   VIDEO_BANNER =>
2023-03-14 12:28:24.334805.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:28:24.925464   'Sign up' form is opened
2023-03-14 12:28:24.925528   SIGNUP_HEADER =>
2023-03-14 12:28:25.058149   SIGNUP_REF_LOGIN =>
2023-03-14 12:28:25.152197   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:28:25.179301   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:28:25.218663   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:28:25.263023   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:28:25.290182   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:28:25.429735.   'Sign up' form is closed
