worker_id = gw0
2023-03-14 12:28:14.658742.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 12:28:14.671806.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 12:28:15.035549   'Sign up' form is opened
2023-03-14 12:28:15.036443   SIGNUP_HEADER =>
2023-03-14 12:28:15.077548   SIGNUP_REF_LOGIN =>
2023-03-14 12:28:15.100851   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:28:15.161947   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:28:15.208144   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:28:15.245331   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:28:15.293069   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:28:15.456579.   'Sign up' form is closed
