worker_id = gw1
2023-03-14 12:15:07.336333.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:15:07.370859.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:15:07.843531   'Sign up' form is opened
2023-03-14 12:15:07.843584   SIGNUP_HEADER =>
2023-03-14 12:15:07.903871   SIGNUP_REF_LOGIN =>
2023-03-14 12:15:07.994477   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:15:08.053939   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:15:08.112774   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:15:08.158639   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:15:08.183871   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:15:08.505221.   'Sign up' form is closed
