worker_id = gw1
2023-03-14 12:43:52.523036.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:43:52.541151.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:43:53.255510   'Sign up' form is opened
2023-03-14 12:43:53.255581   SIGNUP_HEADER =>
2023-03-14 12:43:53.334496   SIGNUP_REF_LOGIN =>
2023-03-14 12:43:53.376601   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:43:53.417359   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:43:53.454184   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:43:53.505022   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:43:53.556884   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:43:53.859369.   'Sign up' form is closed
