worker_id = gw1
2023-03-14 12:10:34.599977.   VIDEO_BANNER =>
2023-03-14 12:10:34.619534.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:10:35.007963   'Sign up' form is opened
2023-03-14 12:10:35.008038   SIGNUP_HEADER =>
2023-03-14 12:10:35.078140   SIGNUP_REF_LOGIN =>
2023-03-14 12:10:35.175544   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:10:35.232731   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:10:35.258657   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:10:35.301354   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:10:35.333957   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:10:35.469843.   'Sign up' form is closed
