worker_id = gw0
2023-03-14 12:05:40.534837.   VIDEO_BANNER =>
2023-03-14 12:05:40.546792.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:05:41.063597   'Sign up' form is opened
2023-03-14 12:05:41.063656   SIGNUP_HEADER =>
2023-03-14 12:05:41.139271   SIGNUP_REF_LOGIN =>
2023-03-14 12:05:41.210149   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:05:41.382417   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:05:41.416378   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:05:41.460262   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:05:41.492466   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:05:41.618085.   'Sign up' form is closed
