worker_id = gw0
2023-03-14 12:33:27.081426.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:33:27.146188.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:33:27.661155   'Sign up' form is opened
2023-03-14 12:33:27.661215   SIGNUP_HEADER =>
2023-03-14 12:33:27.712579   SIGNUP_REF_LOGIN =>
2023-03-14 12:33:27.797114   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:33:27.897944   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:33:27.932345   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:33:27.963258   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:33:27.994721   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:33:28.196567.   'Sign up' form is closed
