worker_id = gw1
2023-03-14 12:43:29.284140.   VIDEO_BANNER =>
2023-03-14 12:43:29.337134.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:43:30.040006   'Sign up' form is opened
2023-03-14 12:43:30.040064   SIGNUP_HEADER =>
2023-03-14 12:43:30.076073   SIGNUP_REF_LOGIN =>
2023-03-14 12:43:30.119845   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:43:30.167913   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:43:30.204000   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:43:30.236167   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:43:30.260667   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:43:30.471356.   'Sign up' form is closed
