worker_id = gw0
2023-03-14 12:42:12.574063.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:42:12.683934.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:42:13.292464   'Sign up' form is opened
2023-03-14 12:42:13.292518   SIGNUP_HEADER =>
2023-03-14 12:42:13.370573   SIGNUP_REF_LOGIN =>
2023-03-14 12:42:13.426315   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:42:13.466624   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:42:13.508661   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:42:13.588767   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:42:13.641890   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:42:13.810607.   'Sign up' form is closed
