worker_id = gw1
2023-03-14 12:11:39.648885.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:11:39.667464.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:11:40.089894   'Sign up' form is opened
2023-03-14 12:11:40.089949   SIGNUP_HEADER =>
2023-03-14 12:11:40.145381   SIGNUP_REF_LOGIN =>
2023-03-14 12:11:40.236325   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:11:40.275295   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:11:40.405573   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:11:40.456546   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:11:40.478735   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:11:40.619825.   'Sign up' form is closed
