worker_id = gw1
2023-03-14 12:12:11.916424.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 12:12:12.012340.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 12:12:12.521886   'Sign up' form is opened
2023-03-14 12:12:12.521952   SIGNUP_HEADER =>
2023-03-14 12:12:12.550931   SIGNUP_REF_LOGIN =>
2023-03-14 12:12:12.580578   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:12:12.604448   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:12:12.630784   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:12:12.659515   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:12:12.678806   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:12:12.968197.   'Sign up' form is closed
