worker_id = gw0
2023-03-14 12:40:22.450128.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 12:40:22.464388.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 12:40:22.854370   'Sign up' form is opened
2023-03-14 12:40:22.854432   SIGNUP_HEADER =>
2023-03-14 12:40:22.931910   SIGNUP_REF_LOGIN =>
2023-03-14 12:40:23.001475   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:40:23.075831   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:40:23.145544   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:40:23.181348   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:40:23.201405   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:40:23.349247.   'Sign up' form is closed
