worker_id = gw1
2023-03-14 12:42:45.877818.   VIDEO_BANNER =>
2023-03-14 12:42:45.906778.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:42:47.001454   'Sign up' form is opened
2023-03-14 12:42:47.001513   SIGNUP_HEADER =>
2023-03-14 12:42:47.142514   SIGNUP_REF_LOGIN =>
2023-03-14 12:42:47.232852   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:42:47.315540   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:42:47.355606   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:42:47.411638   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:42:47.451416   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:42:47.857187.   'Sign up' form is closed
