worker_id = gw0
2023-03-14 12:24:12.828998.   VIDEO_BANNER =>
2023-03-14 12:24:12.844474.   => VIDEO_BANNER IS PRESENT
2023-03-14 12:24:13.422847   'Sign up' form is opened
2023-03-14 12:24:13.422902   SIGNUP_HEADER =>
2023-03-14 12:24:13.567448   SIGNUP_REF_LOGIN =>
2023-03-14 12:24:13.699178   SIGNUP_INPUT_EMAIL =>
2023-03-14 12:24:13.749712   SIGNUP_INPUT_PASSWORD =>
2023-03-14 12:24:13.778612   SIGNUP_SUBMIT_BTN =>
2023-03-14 12:24:13.799436   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 12:24:13.824825   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 12:24:13.980552.   'Sign up' form is closed
