worker_id = gw0
2023-03-14 11:18:45.618541.   VIDEO_BANNER =>
2023-03-14 11:18:45.636589.   => VIDEO_BANNER IS PRESENT
2023-03-14 11:18:46.092725   'Sign up' form is opened
2023-03-14 11:18:46.092785   SIGNUP_HEADER =>
2023-03-14 11:18:46.227411   SIGNUP_REF_LOGIN =>
2023-03-14 11:18:46.359024   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:18:46.376626   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:18:46.393443   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:18:46.410041   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:18:46.434495   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:18:46.557092.   'Sign up' form is closed
