worker_id = gw1
2023-03-14 11:09:06.573338.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 11:09:06.592653.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 11:09:07.125293   'Sign up' form is opened
2023-03-14 11:09:07.125350   SIGNUP_HEADER =>
2023-03-14 11:09:07.179540   SIGNUP_REF_LOGIN =>
2023-03-14 11:09:07.226180   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:09:07.317266   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:09:07.388932   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:09:07.492796   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:09:07.598803   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:09:07.777060.   'Sign up' form is closed
