worker_id = gw1
2023-03-14 11:00:12.302105.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 11:00:12.319395.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 11:00:12.621370   'Sign up' form is opened
2023-03-14 11:00:12.621442   SIGNUP_HEADER =>
2023-03-14 11:00:12.687095   SIGNUP_REF_LOGIN =>
2023-03-14 11:00:12.726991   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:00:12.762626   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:00:12.796834   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:00:12.847631   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:00:12.886042   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:00:13.106836.   'Sign up' form is closed
