worker_id = gw1
2023-03-14 10:52:46.632271.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 10:52:47.249629.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 10:52:53.900191   'Sign up' form is opened
2023-03-14 10:52:53.900281   SIGNUP_HEADER =>
2023-03-14 10:52:54.120642   SIGNUP_REF_LOGIN =>
2023-03-14 10:52:54.269482   SIGNUP_INPUT_EMAIL =>
2023-03-14 10:52:54.814409   SIGNUP_INPUT_PASSWORD =>
2023-03-14 10:52:55.675995   SIGNUP_SUBMIT_BTN =>
2023-03-14 10:52:56.164141   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 10:52:56.512590   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 10:52:57.150656.   'Sign up' form is closed
