worker_id = gw1
2023-03-14 11:05:38.360751.   VIDEO_BANNER =>
2023-03-14 11:05:38.372781.   => VIDEO_BANNER IS PRESENT
2023-03-14 11:05:39.152252   'Sign up' form is opened
2023-03-14 11:05:39.152328   SIGNUP_HEADER =>
2023-03-14 11:05:39.186633   SIGNUP_REF_LOGIN =>
2023-03-14 11:05:39.225273   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:05:39.260663   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:05:39.301986   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:05:39.337288   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:05:39.396971   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:05:39.633997.   'Sign up' form is closed
