worker_id = gw0
2023-03-14 11:18:04.455114.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 11:18:04.518710.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 11:18:05.005819   'Sign up' form is opened
2023-03-14 11:18:05.005874   SIGNUP_HEADER =>
2023-03-14 11:18:05.273966   SIGNUP_REF_LOGIN =>
2023-03-14 11:18:05.427083   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:18:05.496116   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:18:05.574143   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:18:05.614415   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:18:05.644579   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:18:05.827483.   'Sign up' form is closed
