worker_id = gw1
2023-03-14 11:13:27.467514.   VIDEO_BANNER =>
2023-03-14 11:13:27.497517.   => VIDEO_BANNER IS PRESENT
2023-03-14 11:13:28.187150   'Sign up' form is opened
2023-03-14 11:13:28.187205   SIGNUP_HEADER =>
2023-03-14 11:13:28.282796   SIGNUP_REF_LOGIN =>
2023-03-14 11:13:28.312540   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:13:28.344533   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:13:28.368872   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:13:28.415767   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:13:28.436781   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:13:28.619466.   'Sign up' form is closed
