worker_id = gw0
2023-03-14 10:55:31.494794.   VIDEO_BANNER =>
2023-03-14 10:55:31.580796.   => VIDEO_BANNER IS PRESENT
2023-03-14 10:55:32.283127   'Sign up' form is opened
2023-03-14 10:55:32.283180   SIGNUP_HEADER =>
2023-03-14 10:55:32.436743   SIGNUP_REF_LOGIN =>
2023-03-14 10:55:32.562844   SIGNUP_INPUT_EMAIL =>
2023-03-14 10:55:33.210018   SIGNUP_INPUT_PASSWORD =>
2023-03-14 10:55:33.304111   SIGNUP_SUBMIT_BTN =>
2023-03-14 10:55:33.328353   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 10:55:33.536920   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 10:55:33.744947.   'Sign up' form is closed
