worker_id = gw0
2023-03-14 11:27:30.941637.   VIDEO_BANNER =>
2023-03-14 11:27:30.964306.   => VIDEO_BANNER IS PRESENT
2023-03-14 11:27:31.666592   'Sign up' form is opened
2023-03-14 11:27:31.666651   SIGNUP_HEADER =>
2023-03-14 11:27:31.703571   SIGNUP_REF_LOGIN =>
2023-03-14 11:27:31.735685   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:27:31.798361   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:27:31.825864   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:27:31.856681   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:27:31.893660   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:27:32.106177.   'Sign up' form is closed
