worker_id = gw0
2023-03-14 11:26:43.912885.   VIDEO_BANNER =>
2023-03-14 11:26:43.973988.   => VIDEO_BANNER IS PRESENT
2023-03-14 11:26:44.739572   'Sign up' form is opened
2023-03-14 11:26:44.739633   SIGNUP_HEADER =>
2023-03-14 11:26:44.786632   SIGNUP_REF_LOGIN =>
2023-03-14 11:26:44.822258   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:26:44.872300   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:26:44.968567   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:26:45.018907   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:26:45.058179   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:26:45.252183.   'Sign up' form is closed
