worker_id = gw0
2023-03-14 11:02:48.919603.   BUTTON_UNDER_VIDEO_BANNER =>
2023-03-14 11:02:48.934123.   => BUTTON_UNDER_VIDEO_BANNER IS PRESENT
2023-03-14 11:02:49.853527   'Sign up' form is opened
2023-03-14 11:02:49.853600   SIGNUP_HEADER =>
2023-03-14 11:02:49.877402   SIGNUP_REF_LOGIN =>
2023-03-14 11:02:49.899448   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:02:49.938690   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:02:49.966571   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:02:49.995465   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:02:50.070398   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:02:50.270547.   'Sign up' form is closed
