worker_id = gw0
2023-03-14 10:53:34.722431.   VIDEO_BANNER =>
2023-03-14 10:53:34.754961.   => VIDEO_BANNER IS PRESENT
2023-03-14 10:53:35.580984   'Sign up' form is opened
2023-03-14 10:53:35.581041   SIGNUP_HEADER =>
2023-03-14 10:53:35.672520   SIGNUP_REF_LOGIN =>
2023-03-14 10:53:35.737555   SIGNUP_INPUT_EMAIL =>
2023-03-14 10:53:35.809015   SIGNUP_INPUT_PASSWORD =>
2023-03-14 10:53:35.838620   SIGNUP_SUBMIT_BTN =>
2023-03-14 10:53:35.943788   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 10:53:35.987557   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 10:53:36.423579.   'Sign up' form is closed
