worker_id = gw0
2023-03-14 11:29:08.782567.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 11:29:10.125917.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 11:29:16.288432   'Sign up' form is opened
2023-03-14 11:29:16.288495   SIGNUP_HEADER =>
2023-03-14 11:29:16.419512   SIGNUP_REF_LOGIN =>
2023-03-14 11:29:16.541905   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:29:16.601800   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:29:16.662549   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:29:16.708616   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:29:16.757013   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:29:16.979220.   'Sign up' form is closed
