worker_id = gw1
2023-03-14 11:08:49.548931.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 11:08:50.784740.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 11:08:54.207676   'Sign up' form is opened
2023-03-14 11:08:54.207747   SIGNUP_HEADER =>
2023-03-14 11:08:55.150836   SIGNUP_REF_LOGIN =>
2023-03-14 11:08:55.520023   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:08:55.631487   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:08:55.816070   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:08:55.857507   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:08:55.884510   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:08:56.134457.   'Sign up' form is closed
