worker_id = gw0
2023-03-14 11:02:46.749302.   VIDEO_BANNER =>
2023-03-14 11:02:46.880997.   => VIDEO_BANNER IS PRESENT
2023-03-14 11:02:48.234128   'Sign up' form is opened
2023-03-14 11:02:48.234200   SIGNUP_HEADER =>
2023-03-14 11:02:48.392917   SIGNUP_REF_LOGIN =>
2023-03-14 11:02:48.434840   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:02:48.480523   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:02:48.512652   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:02:48.548848   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:02:48.598232   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:02:48.899669.   'Sign up' form is closed
