worker_id = gw0
2023-03-14 11:12:32.867659.   BUT_CREATE_YOUR_ACCOUNT =>
2023-03-14 11:12:34.287913.   => BUT_CREATE_YOUR_ACCOUNT IS PRESENT
1 checking element(s) with current CSS locator is(are) present(s) on this page
2023-03-14 11:12:40.221290   'Sign up' form is opened
2023-03-14 11:12:40.221360   SIGNUP_HEADER =>
2023-03-14 11:12:40.320523   SIGNUP_REF_LOGIN =>
2023-03-14 11:12:40.424898   SIGNUP_INPUT_EMAIL =>
2023-03-14 11:12:40.524116   SIGNUP_INPUT_PASSWORD =>
2023-03-14 11:12:40.596503   SIGNUP_SUBMIT_BTN =>
2023-03-14 11:12:40.639161   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 11:12:40.674458   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 11:12:40.891627.   'Sign up' form is closed
