worker_id = gw0
2023-03-14 10:51:04.142522.   VIDEO_BANNER =>
2023-03-14 10:51:04.158853.   => VIDEO_BANNER IS PRESENT
2023-03-14 10:51:04.362246   'Sign up' form is opened
2023-03-14 10:51:04.362323   SIGNUP_HEADER =>
2023-03-14 10:51:04.401331   SIGNUP_REF_LOGIN =>
2023-03-14 10:51:04.461614   SIGNUP_INPUT_EMAIL =>
2023-03-14 10:51:04.517566   SIGNUP_INPUT_PASSWORD =>
2023-03-14 10:51:04.549369   SIGNUP_SUBMIT_BTN =>
2023-03-14 10:51:04.579858   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 10:51:04.604247   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 10:51:04.731185.   'Sign up' form is closed
