worker_id = gw1
2023-03-14 10:55:23.971209.   VIDEO_BANNER =>
2023-03-14 10:55:24.040082.   => VIDEO_BANNER IS PRESENT
2023-03-14 10:55:24.849403   'Sign up' form is opened
2023-03-14 10:55:24.849466   SIGNUP_HEADER =>
2023-03-14 10:55:24.926529   SIGNUP_REF_LOGIN =>
2023-03-14 10:55:24.982203   SIGNUP_INPUT_EMAIL =>
2023-03-14 10:55:25.042574   SIGNUP_INPUT_PASSWORD =>
2023-03-14 10:55:25.082122   SIGNUP_SUBMIT_BTN =>
2023-03-14 10:55:25.134464   SIGNUP_PRIVACY_POLICY_ALL_2 =>
2023-03-14 10:55:25.180900   => SIGNUP_PRIVACY_POLICY_ALL
2023-03-14 10:55:25.504451.   'Sign up' form is closed
