"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 19:57:12 GMT 2023","Thu Feb 02 19:57:23 GMT 2023","11810","tests","capital_page_test","Tests","","","TC_08_07 with parameters: NoReg, bg, BAH.   2023-02-02 19:57:12.093823","
        Check: widget ""Trading instrument""
        Language: All. Licence: All.
        Widgen has 2 layouts
        "
"skipped","Thu Feb 02 20:58:14 GMT 2023","Thu Feb 02 20:58:14 GMT 2023","9","tests","capital_page_test","Tests","","","TC_06_01 with parameters: NoReg, hr, ASIC.   2023-02-02 20:58:14.108193","
        Check: tab ""Find us on ..."" -> button ""Explore features""
        Language: only En. Licence: All, except BUH.
        "
"skipped","Thu Feb 02 20:06:42 GMT 2023","Thu Feb 02 20:06:42 GMT 2023","11","tests","capital_page_test","Tests","","","TC_06_01 with parameters: NoReg, da, NBRB.   2023-02-02 20:06:42.655910","
        Check: tab ""Find us on ..."" -> button ""Explore features""
        Language: only En. Licence: All, except BUH.
        "
"skipped","Thu Feb 02 20:34:56 GMT 2023","Thu Feb 02 20:34:56 GMT 2023","1","tests","capital_page_test","Tests","","","TC_10_01 with parameters: NoReg, fi, ASIC.   2023-02-02 20:34:56.392529","
        Check: widget ""Promo Market"" -> button ""Trade Now""
        Language: only En. Licence: All.
        "
"passed","Thu Feb 02 21:59:16 GMT 2023","Thu Feb 02 21:59:25 GMT 2023","8546","tests","capital_page_test","Tests","","","TC_01_01 with parameters: NoReg, ru, FCA.   2023-02-02 21:59:16.671451","
        Check: Header -> button [Log In]
        Language: All. License: All.
        "
"passed","Thu Feb 02 22:00:38 GMT 2023","Thu Feb 02 22:00:39 GMT 2023","463","tests","capital_page_test","Tests","","","TC_01_02 with parameters: NoReg, ru, BAH.   2023-02-02 22:00:38.901050","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"passed","Thu Feb 02 22:34:43 GMT 2023","Thu Feb 02 22:34:54 GMT 2023","11572","tests","capital_page_test","Tests","","","TC_08_07 with parameters: NoReg, vi, CYSEC.   2023-02-02 22:34:43.084171","
        Check: widget ""Trading instrument""
        Language: All. Licence: All.
        Widgen has 2 layouts
        "
"skipped","Thu Feb 02 21:59:28 GMT 2023","Thu Feb 02 21:59:28 GMT 2023","5","tests","capital_page_test","Tests","","","TC_04_01 with parameters: NoReg, ru, FCA.   2023-02-02 21:59:28.362818","
        Check: tab ""Want to take your trading to the next level?"" -> button ""Take me there""
        Language: only En. Licence: All.
        "
"passed","Thu Feb 02 21:59:11 GMT 2023","Thu Feb 02 21:59:16 GMT 2023","5519","tests","capital_page_test","Tests","","","TC_16_01 with parameters: NoReg, ru, CYSEC.   2023-02-02 21:59:11.143217","
        Check: Banner of counters -> button ""Try now""
        Language: All. Licence: All.
        "
"skipped","Thu Feb 02 22:28:56 GMT 2023","Thu Feb 02 22:28:56 GMT 2023","1","tests","capital_page_test","Tests","","","TC_04_02 with parameters: NoReg, th, FCA.   2023-02-02 22:28:56.526969","
        Check: tab ""Industry-leading ..."" -> button ""Start trading""
        Language: only En. Licence: All.
        "
